OST_BK,topic_100
62918688,75
62939715,29
62982163,39
62997236,0
63257152,5
63331624,39
63430097,45
63454397,6
63592671,85
63788931,-1
63906953,50
63948453,7
63956064,68
63966759,-1
63969288,3
64067155,37
64113108,-1
64132029,65
64169053,-1
64276790,37
64356759,23
64389093,97
64395247,86
64481353,-1
64763175,19
64838886,9
64879776,10
64944647,-1
64996595,37
64998262,23
65098586,93
65186578,-1
65198302,76
65453915,91
65531560,5
65568221,51
65568501,5
65600556,-1
65660846,5
65691177,-1
65782561,76
65810115,23
65909261,-1
65953034,4
66001213,-1
66005256,-1
66127820,0
66255894,-1
66298090,6
66391817,140
66415087,67
66650433,58
66661181,1
66768025,37
66785082,53
66851148,89
66867249,-1
67077945,-1
67146198,-1
67200860,9
67286133,47
67293444,-1
67335408,23
67416559,22
67585349,19
67661827,-1
67673739,4
67712030,-1
67797260,34
67823685,8
67854660,-1
67855452,-1
67981961,41
68011120,27
68054201,-1
68065756,-1
68093672,-1
68168863,40
68313289,129
68327906,106
68364067,61
68395206,-1
68415045,-1
68467612,19
68528591,-1
68611572,-1
68616959,89
68816242,-1
68917845,36
68945213,-1
68955685,-1
68987810,68
69010078,19
69071464,121
69150658,24
69662400,5
69754146,85
69776978,1
69793004,5
69796746,-1
69830883,21
69861603,5
69871075,132
70157581,36
70203388,4
70242472,0
70267303,17
93835182,-1
93934639,9
93939555,-1
93947701,1
93953152,75
94049004,28
94083622,140
94183883,50
94239501,46
94295134,61
94303093,10
94316957,-1
94342834,-1
94347092,-1
94418038,-1
94438516,-1
94454719,-1
94483736,-1
94488817,-1
94530807,-1
94557566,125
94581435,60
94597845,17
94603401,2
94617390,-1
94646806,46
94708636,106
94721151,17
94771855,18
94809934,29
94925812,-1
94935410,-1
95022095,37
95029118,31
95033567,5
95075514,-1
95093900,14
95247672,-1
95258019,106
95264984,54
95278598,14
95289262,23
95326420,67
95329002,-1
95420673,-1
95432616,33
95472088,5
95500949,36
95589554,-1
95696764,-1
95866514,5
96104513,57
96202044,127
96237350,42
96252218,30
96410508,61
96585963,-1
96606798,-1
96609795,108
96635019,1
96635696,125
96813109,-1
96819024,25
96848429,-1
96862410,1
96873177,-1
96996170,2
97015580,21
97099189,65
97099395,21
97144721,4
97151890,33
97172107,-1
97173482,-1
97219704,54
97255395,5
97278295,19
97286517,-1
97312417,100
97406909,82
97436584,54
97498531,-1
97557500,9
97563184,144
97606323,-1
97624452,86
97624933,106
97699659,-1
97792593,17
97806352,55
97875576,68
97898319,67
97912671,-1
97967007,106
98029512,-1
98077923,60
98079668,0
98084953,46
98161922,1
98251300,-1
98290580,-1
98359449,89
98454059,32
98501953,46
98514937,67
98531278,-1
98537913,1
98588823,10
98615759,87
98620604,6
98689183,-1
98766123,39
98791887,136
99268205,28
99278940,85
99329866,-1
99338620,5
99358766,-1
99490749,28
99528694,-1
99645833,-1
99663179,21
99725122,-1
99747636,-1
99794505,9
99795279,87
99795510,38
99797580,-1
99803529,1
99937199,50
99941762,22
99945171,33
99952720,0
99967212,119
99978951,85
99979396,44
99986328,4
99986871,-1
99995223,21
99995441,-1
99996661,15
100003271,37
100007141,-1
100017867,88
100026904,28
100030317,102
100033876,50
100042069,40
100047491,40
100049735,46
100049859,67
100063141,4
100069355,42
100081424,125
100093422,20
100093443,2
100110155,-1
100110743,21
100124332,27
100124741,-1
100160940,50
100163945,29
100168323,47
100173479,139
100216705,17
100244870,28
100262022,38
100264972,38
100323304,-1
100367463,-1
100383267,122
100425870,122
100429980,6
100434468,1
100439182,50
100460786,5
100480186,5
100527222,-1
100546536,-1
100577319,-1
100584184,-1
100660182,129
100678558,6
100774783,46
100781549,-1
100816019,82
100844833,54
100905270,8
101057820,-1
101104816,-1
101126943,5
101212276,106
101226225,6
101247625,46
101273045,-1
101283301,6
101294418,5
101309523,109
101314318,65
101323445,2
101332882,10
101334496,6
101339756,-1
101363786,-1
101375244,131
101375551,-1
101402299,39
101405297,-1
101414865,9
101425517,87
101429100,3
101446019,1
101449876,-1
101450809,-1
101454748,15
101465949,-1
101476957,75
101498781,68
101499090,-1
101505816,97
101510240,65
101520432,36
101531542,25
101538532,50
101539946,52
101556534,21
101567412,61
101570853,89
101572115,5
101593431,109
101618279,5
101619859,-1
101621317,4
101625185,-1
101644338,10
101645968,8
101648757,-1
101681390,8
101685637,25
101693002,10
101696177,20
101719316,4
101722029,-1
101730308,-1
101742947,-1
101748739,-1
101758224,12
101763244,29
101764277,-1
101777242,-1
101781607,1
101798124,8
101800004,9
101806671,-1
101812341,-1
101821349,-1
101828032,137
101828189,21
101849455,17
101851105,8
101852221,89
101855726,-1
101869669,17
101871387,46
101878891,6
101878944,22
101887324,2
101889157,1
101890363,-1
101911825,-1
101912256,73
101925091,8
101928501,-1
101931338,20
101936915,-1
101938172,8
101965671,3
101986490,-1
101987168,143
101992975,46
101996073,-1
101997012,-1
102014959,23
102019229,45
102020363,60
102040623,21
102040878,-1
102045777,6
102045814,-1
102053473,-1
102059435,46
102089981,39
102091788,112
102100660,21
102114926,17
102119987,123
102128966,-1
102130490,68
102142483,-1
102143030,20
102150569,25
102152630,8
102165304,50
102166214,-1
102167769,-1
102173360,19
102178580,-1
102182389,37
102192370,85
102194601,-1
102201950,4
102202178,17
102228732,83
102229637,82
102230775,23
102231394,49
102232645,17
102239246,65
102240808,3
102242690,6
102263465,4
102266644,28
102269888,2
102283929,9
102291961,-1
102292412,2
102312671,-1
102317970,9
102323327,-1
102334892,-1
102338952,10
102346754,-1
102351511,-1
102354704,45
102367433,-1
102396334,26
102407915,-1
102417059,-1
102422028,36
102427138,-1
102431182,-1
102432355,-1
102455671,-1
102455891,1
102462553,-1
102510430,-1
102519194,101
102524069,109
102529525,-1
102539005,10
102540976,22
102542865,66
102548027,-1
102554365,78
102559864,-1
102561692,47
102566474,-1
102572646,10
102578992,8
102584217,134
102587193,60
102588437,28
102590106,53
102592492,-1
102595424,31
102597929,2
70289083,53
70321003,17
70453016,-1
70499856,140
70525249,-1
70570678,29
70635461,29
70683309,-1
70754014,14
70887760,19
70907464,-1
71043051,-1
71216712,54
71247896,1
71342900,74
71455940,2
71621820,19
71652375,4
71710798,28
71929357,21
71945515,9
71981909,65
72007348,-1
72029687,-1
72031074,73
72080697,-1
72109480,48
72163556,67
72339948,23
72434252,65
72488900,45
72493833,58
72543322,23
72617846,20
72632042,67
72792309,78
72832798,27
72845386,0
72964418,-1
73028225,65
73032971,2
73068939,60
73074648,137
73110952,-1
73182644,44
73247966,58
73268289,-1
73407655,137
73424679,70
73450732,-1
73522632,59
73689124,-1
73729973,53
73746949,57
73749294,84
73751257,-1
73757102,68
73863777,122
73910103,-1
74020774,73
74053007,-1
74172734,-1
74237111,-1
74249794,-1
74254067,-1
74313322,2
74355416,-1
74358365,-1
74377837,0
74399808,-1
74414468,101
74475302,15
74576069,4
74615012,76
74630964,-1
74685331,7
74688651,-1
74800794,-1
74871455,1
74919141,-1
75182627,27
75262143,-1
75285083,-1
75324235,29
75336207,97
75457013,86
75466009,47
75509389,20
75529238,28
75581280,53
75676992,101
75803353,103
75879063,-1
75926102,76
75953024,76
76021860,-1
76079347,75
76098690,-1
76159771,-1
76191723,122
76220352,75
76384590,102
76459919,-1
76470743,-1
76504007,-1
76547033,38
76564415,-1
76647754,39
76707742,75
76743229,21
76763400,41
76828174,19
76834400,40
76903012,-1
76913245,40
76946196,11
76948215,-1
76977446,91
77024867,37
77115878,-1
77124335,6
77141222,-1
77149258,-1
77152576,38
77154774,-1
77188663,9
77278631,75
77287528,38
77305863,-1
77312476,38
77403896,128
77426847,101
77427866,-1
77439464,38
77460821,38
77479644,6
77492603,1
77499803,108
77504763,38
77537136,57
77584572,-1
77615064,144
77639567,-1
77640509,1
77736520,20
77771528,38
77788805,74
77790199,109
77792795,-1
77803949,5
77816747,-1
77883951,4
77893640,15
77944459,-1
78139382,-1
78170418,38
78230096,53
78286732,-1
78319579,-1
78325105,25
78329337,-1
78381912,-1
78411415,95
78421173,-1
78438057,56
78507945,-1
78511910,2
78606685,143
78607535,-1
78722585,0
78737092,22
78751109,-1
78903026,38
78936398,144
78944071,38
78969100,-1
79003196,38
79107638,-1
79121065,40
79124284,1
79254270,50
79256018,50
79265127,76
79330299,136
79538688,-1
79578194,4
79628708,21
79636271,38
79715815,-1
79793481,-1
79954050,29
79986057,29
80012127,29
80053890,29
80128812,-1
80144384,65
80173886,-1
80190417,20
80242241,17
80293863,18
80316436,-1
80320461,74
80345629,-1
80354230,-1
80369819,-1
80414672,-1
80567467,19
80581954,13
80648639,8
80661855,4
80826017,1
80881206,27
80884817,125
80906339,95
80966263,42
81066540,122
81471216,20
81471694,20
81480519,134
81506576,2
81557597,-1
81574366,-1
81580321,4
81627313,69
81706809,-1
81720070,-1
81738855,6
81747823,110
81760076,55
81777455,-1
81828120,137
81886413,9
81886659,15
81938745,37
82032631,10
82033798,76
82048406,67
82089582,67
82101617,6
82111582,23
82367188,14
82443531,54
82470649,-1
82480872,-1
82486829,-1
82650355,-1
82862345,-1
82868985,29
82869120,46
82909275,-1
82958186,-1
83068120,125
83069035,122
83082025,-1
83156674,10
83159956,5
83167401,67
83175822,6
83230657,106
83234388,25
83373875,117
83499682,-1
83518176,125
83547469,-1
83739878,-1
83752519,-1
83775245,37
83787493,40
83931500,-1
84009900,20
84222888,-1
84292224,10
84302364,28
84339620,132
84397366,-1
84470376,42
84544101,33
84579712,-1
84606437,60
84638447,28
84701348,-1
84737736,20
84740468,-1
84827433,-1
84940809,-1
85184493,28
85189167,22
85327284,125
85619443,5
85628478,21
85682030,-1
85927069,-1
86038297,-1
86088548,-1
86099461,-1
86228385,10
86278633,2
86320595,-1
86332002,-1
86347886,-1
86404218,112
86425406,23
86466814,76
86494683,-1
86564238,28
86970281,131
87163187,93
87170605,15
87224266,107
87251258,6
87264920,-1
87299423,142
87383344,50
87402721,5
87431677,21
87454319,5
87701418,-1
87717903,86
87727536,42
87805804,-1
87913278,10
88163667,28
88412161,97
88648182,20
88651622,4
88675554,-1
88685213,-1
88694128,-1
88701815,-1
88757776,-1
88758273,-1
88774060,31
88807769,-1
88898355,58
88911867,-1
89003074,10
89046889,-1
89058754,139
89148589,17
89537281,2
89835479,10
89842951,68
89857973,-1
90116786,37
90281901,5
90444231,29
90490352,99
90563036,5
90623794,89
90678635,15
90717891,6
90734638,-1
90738133,-1
90738828,1
90773993,140
90813528,8
90877012,-1
91022846,2
91243525,54
91407007,-1
91506580,39
91654211,-1
91823326,86
91829516,67
91834149,-1
91899678,2
91914747,5
91917902,-1
91929967,29
92045814,-1
92086439,28
92105334,6
92282065,6
92374607,-1
92396116,31
92420596,116
92426273,28
92483031,-1
92699713,20
92735104,140
92763615,115
92781768,-1
92787164,-1
92871746,27
92912329,29
93013686,29
93020388,19
93090798,2
93126347,40
93201472,4
93221883,-1
93233102,5
93289694,109
93295097,28
93329960,14
93372453,-1
93402882,74
102610385,41
102610600,-1
102618871,109
102619016,104
102625982,54
102633384,117
102643684,-1
102648485,34
102656592,5
102682314,-1
102686177,10
102689185,70
102693389,48
102697245,25
102707685,6
102707736,90
102709807,66
102717738,-1
102727803,25
102738561,-1
102757972,-1
102764123,10
102782714,22
102784340,-1
102810169,-1
102812434,20
102815723,-1
102819285,53
102821877,80
102826525,49
102859961,53
102869828,122
102876061,74
102888825,5
102892228,-1
102904457,96
102917320,91
102919319,10
102919829,10
102921095,-1
102932752,10
102934785,122
102945352,85
102972762,2
103020566,-1
103030897,68
103032946,20
103046799,131
103062192,-1
103071523,-1
103079193,50
103093915,96
103103983,-1
103113166,100
103125135,68
103125723,132
103126377,57
103126992,74
103132392,20
103148526,-1
103152454,50
103158949,-1
103172088,88
103252505,-1
103255816,5
103268467,50
103277982,10
103284499,121
103284598,25
103288679,73
103317262,93
103354540,10
103371075,23
103375253,93
103375484,67
103408424,14
103454911,10
103510191,-1
103550849,-1
103587957,-1
103601842,-1
103620136,-1
103627164,22
103645036,15
103662933,43
103666432,40
103670116,-1
103672375,28
103673525,2
103685508,-1
103717716,-1
103745983,78
103757355,46
103775955,21
103798152,36
103807284,87
103810328,17
103827939,-1
103847986,21
103851336,25
103863714,47
103869505,10
103904847,6
103906520,66
103930817,37
103951147,-1
103962313,29
103984822,-1
103998801,117
104023059,89
104040313,5
104046361,10
104048180,-1
104060628,143
104062696,38
104066098,134
104070512,17
104105190,-1
104114058,29
104136690,10
104146293,-1
104148710,31
104167517,2
104177466,107
104205936,5
104214015,-1
104255416,56
104278601,139
104364731,-1
104400888,23
104413161,-1
104495345,-1
104567663,-1
104568263,-1
104583989,10
104589263,1
104608541,42
104683917,132
104716082,-1
104720045,45
104774412,83
104777511,8
104795493,-1
104824295,-1
104889645,28
104896497,-1
104951720,119
104991115,-1
105031292,-1
105041486,109
105056047,14
105059187,2
105094356,91
105098980,25
105108250,1
105136324,4
105151076,68
105152267,9
105152842,68
105160113,91
105203779,25
105238779,-1
105244288,2
105255767,-1
105256714,132
105264252,18
105318573,33
105329495,10
105352223,50
105367794,4
105381501,96
105394492,-1
105426431,8
105431549,40
105443205,9
105447765,23
105510585,141
105515363,10
105545026,32
105549836,-1
105592779,21
105616741,60
105658189,37
105664751,28
105690778,97
105694166,37
105699376,9
105703220,23
105704460,89
105723114,39
105725849,25
105786317,4
105794267,31
105849818,-1
105854532,-1
105874535,-1
105909446,-1
105910347,0
105931836,-1
105952244,25
105982848,-1
105983017,49
106007408,-1
106008553,-1
106031776,61
106034397,2
106065902,53
106112017,-1
106114517,73
106121417,10
106124858,32
106138892,74
106159296,-1
106164083,72
106168389,21
106200113,73
106213119,-1
106236615,-1
106250053,-1
106255833,-1
106266507,39
106271657,-1
106311563,0
106342966,-1
106353431,2
106365087,12
106385225,6
106387827,128
106390093,21
106422243,-1
106423722,-1
106427861,-1
106434710,-1
106435398,111
106441953,58
106442149,59
106443743,-1
106445104,21
106447708,1
106471035,2
106473035,68
106473411,-1
106483836,-1
106485248,60
106496099,77
106500674,68
106501121,111
106501543,20
106503638,122
106520832,-1
106535715,111
106550722,-1
106550827,1
106562345,58
106563497,21
106578051,-1
106587801,92
106641856,-1
106658780,86
106673596,1
106678592,17
106680557,68
106692456,52
106698506,-1
106704371,39
106717996,10
106720603,-1
106741152,8
106753722,142
106764847,-1
106769390,40
106773443,41
106820132,60
106827209,1
106844993,1
106857227,-1
106857439,4
106872673,4
106897601,31
106905297,68
106947099,100
106956386,132
106976603,66
106994159,24
106997452,-1
106997854,1
107025596,1
107033531,-1
107048113,46
107056186,-1
107080560,87
107088149,41
107120163,-1
107121039,41
107127599,-1
107137037,4
107138695,96
107139260,73
107141340,66
107151588,126
107156057,5
107170143,-1
107176084,-1
107181026,26
107185585,53
107199740,-1
107212629,-1
107222964,89
107230795,135
107233554,5
107238230,50
107242964,9
107243203,123
107256307,-1
107270375,15
107274730,-1
107280469,-1
107281430,126
107281677,1
107294102,59
107295565,134
107309698,39
107310263,-1
107336557,4
107345376,44
107362096,76
107365385,22
107372547,44
107377732,68
107385050,15
107415110,138
107417008,147
107430782,132
107458310,73
107490784,-1
107494237,-1
107519525,47
107549426,2
107562773,-1
107586351,-1
107601346,-1
107604155,-1
107616234,6
107617061,23
107636833,23
107644470,-1
107656205,-1
107663409,-1
107665746,-1
107685731,136
107704376,-1
107725943,6
107730023,89
107730926,-1
107751946,-1
107753496,-1
107761870,-1
107769815,23
107795702,134
107820911,-1
107850258,82
107864541,91
107888750,-1
107891413,-1
107894253,54
107897911,37
107904597,45
107911142,-1
107912098,-1
107923495,123
107932602,-1
107936780,6
107952918,68
107957075,58
107961201,2
107981417,-1
107981579,129
107982003,-1
107985077,2
107990282,-1
107995465,117
108002373,2
108005303,123
108019648,-1
108020664,72
108022851,49
108024023,-1
108051675,6
108056087,-1
108060505,79
108064919,4
108079742,8
108096909,-1
108114771,2
108118553,37
108126164,2
108126648,-1
108161977,52
108176398,70
108189536,67
108193206,1
108200570,4
108209619,75
108212463,-1
108224932,65
108234605,2
108249013,10
108268270,46
93501870,125
93505477,-1
93571041,9
93587845,-1
93592390,60
93600330,2
93615561,-1
93698536,25
93698935,109
93766235,28
93778347,-1
93824224,1
93829018,-1
93835328,25
93979233,50
93986013,75
94004213,-1
94040046,89
94042333,23
94272744,46
94320836,20
94336331,21
94426906,-1
94444407,-1
94459683,59
94461176,36
94509954,1
94641487,-1
94653814,6
94683044,40
94717764,1
94750339,28
94787509,-1
94788729,9
94924602,17
94926627,-1
95095863,67
95102213,50
95251939,110
95280541,17
95320061,93
95401139,2
95411864,-1
95424202,37
95446909,-1
95499940,-1
95513622,-1
95594386,31
95642881,68
95703350,53
95735659,10
95869463,-1
95927342,14
95980715,3
95980751,-1
96008268,15
96062349,93
96084081,21
96122280,19
96232946,9
96242930,44
96267925,5
96382964,1
96388053,5
96447787,54
96499002,76
96570094,-1
96579690,42
96590418,-1
96700560,38
96711541,82
96712534,38
96779689,21
96814374,135
96855353,22
96890947,32
96898561,-1
96926275,75
97004768,-1
97029610,-1
97034326,2
97053568,-1
97123010,-1
97146520,87
97146997,134
97245651,10
97322944,8
97328489,-1
97379900,46
97415583,68
97450744,32
97460409,68
97503044,1
97544310,-1
97608426,46
97697352,54
97710852,75
97731291,10
97733482,-1
97858251,-1
97875272,1
97940928,1
97975476,-1
97991698,-1
98374262,-1
98379512,-1
98415634,2
98446917,4
98531870,107
98642730,-1
98769380,42
98832900,50
98963064,1
98994731,2
99205366,-1
99307789,75
99335073,1
99426837,21
99431355,-1
99438482,112
99451558,69
99478397,-1
99522247,29
99562850,25
99616255,6
99715443,91
99717507,31
99741704,5
99847593,-1
99875177,50
99880158,19
99900609,29
99935246,50
99937137,25
99940058,53
99944669,60
99962479,-1
99962862,-1
99963464,28
99969573,-1
99969890,44
99975932,-1
99987221,-1
99988229,30
99988707,50
100017257,50
100018907,59
100021798,-1
100022496,-1
100036344,58
100040128,119
100062822,50
100080374,15
100125698,-1
100130278,28
100130388,-1
100133671,-1
100141800,65
100146135,53
100149591,125
100152341,28
100153377,-1
100159470,23
100165843,-1
100166641,-1
100168779,40
100174803,50
100183532,50
100219072,42
100235542,68
100244052,2
100261109,22
100273428,87
100348607,49
100355293,46
100387467,137
100398568,-1
100424808,5
100453784,58
100479588,39
100565605,4
100674410,141
100686499,-1
100702029,60
100711705,-1
100742345,2
100750631,-1
100773036,-1
100775429,28
100878972,-1
100937440,117
100938591,6
100942425,-1
100994440,-1
101021544,-1
101073217,-1
101084896,-1
101097645,4
101133803,8
101169484,131
101180939,1
101183973,75
101209218,25
101248822,9
101254871,72
101276321,23
101284017,39
101333426,70
101358225,-1
101371003,37
101382899,21
101407943,37
101422127,23
101422249,6
101430155,-1
101434650,23
101448493,-1
101473394,6
101503914,125
101504125,2
101513879,89
101543065,9
101553232,28
101557563,4
101558320,2
101577999,4
101586013,-1
101609748,1
101611751,5
101616825,20
101620511,21
101628133,19
101628944,72
101637839,4
101647001,23
101647360,41
101655191,-1
101657888,-1
101659298,6
101664937,9
101665981,58
101670394,17
101676885,17
101677196,-1
101686093,-1
101686144,2
101686668,50
101688189,144
101694785,17
101698445,21
101699848,2
101725898,76
101732685,109
101751970,6
101757565,76
101760817,-1
101764242,-1
101771941,21
101773364,6
101774470,50
101775309,6
101784795,20
101788631,72
101792669,131
101793637,6
101798021,-1
101802076,-1
101810038,-1
101838652,-1
101859727,15
101865193,23
101867191,1
101875634,50
101878548,128
101883405,-1
101887350,31
101893382,31
101907505,21
101908952,-1
101921258,3
101926625,-1
101928540,75
101929626,-1
101930010,1
101931878,85
101935960,68
101938906,5
101947933,-1
101947939,8
101948217,-1
101967945,37
101972878,22
101980369,-1
101982701,129
101995064,-1
102025525,9
102026868,-1
102046708,44
102053039,82
102054106,-1
102056404,60
102059481,50
102060422,2
102066786,22
102068979,-1
102069300,-1
102070089,31
102074123,-1
102082486,-1
102089512,107
102100297,-1
102102741,53
102105580,-1
102110994,41
102127700,134
102130366,-1
102134271,12
102135278,-1
102140572,20
102147903,1
102148624,-1
102149521,-1
102156091,68
102157332,6
102184024,-1
102189507,98
102189553,45
102192498,17
102216503,125
102216776,-1
102220326,-1
102220345,2
102220901,2
102222545,6
102241720,1
102242354,-1
102243720,-1
102256196,-1
102257471,20
102266546,-1
102266621,28
102270654,-1
102274748,-1
102275773,21
102293171,17
102299059,46
102304058,4
102305234,39
102310113,-1
102313523,95
102318704,-1
102323920,-1
102350715,25
102351081,-1
102363220,-1
102367096,-1
102373925,-1
102373968,-1
102375428,33
102376439,6
102380686,58
102383339,11
102386288,-1
102387141,117
102391807,31
102392061,17
102392837,82
102400360,76
102401454,72
102402866,1
102406483,14
102418100,-1
102422090,-1
9781443,141
9989522,106
10359203,-1
10651899,132
10810077,10
10888377,116
10940907,30
11072954,30
11105258,48
11759799,-1
11818431,-1
11876138,19
11921063,137
12145008,19
12191346,111
12493192,-1
12570490,68
12832595,-1
13353018,39
13420794,106
13794376,26
14020823,10
14049358,58
14082307,-1
14193223,-1
14226127,128
14229253,-1
14302889,-1
14357653,115
14628047,14
15132004,143
15679262,29
15883346,78
15947828,50
16389106,0
16611820,51
16620619,116
16822877,-1
16917276,10
17175565,12
17214811,53
17315287,28
17486271,-1
17648608,28
17752032,-1
17819214,-1
17913601,-1
17956287,57
18427494,80
18473435,3
18606796,-1
19132998,77
19262217,27
19305212,19
19362624,-1
19399170,-1
19422356,-1
19470860,-1
19683015,14
20155175,61
20321979,-1
20332222,30
20421928,-1
20586342,75
20751503,-1
20840535,-1
21016830,-1
21127434,-1
21397230,-1
21425246,-1
21463563,-1
21487817,3
21694998,-1
21804965,67
21884759,34
21914331,51
21918806,132
22060097,79
22137252,10
22189637,29
22222628,-1
22300796,5
22317102,-1
22377767,136
22768184,29
22777938,-1
22865967,0
23018288,0
23090089,-1
23124741,14
23284600,0
23795248,-1
24090609,2
24738102,21
25369787,-1
25598411,-1
25631816,86
25676027,23
25979434,-1
26365256,-1
26620312,70
26721900,-1
26940736,64
27045558,37
27103545,-1
27275117,141
27300728,36
27387344,46
27753094,128
27963863,76
28088542,-1
28250691,36
28345782,17
28653777,-1
28812811,-1
28864425,29
28947200,-1
29194945,5
29562244,-1
29746860,51
29866923,-1
30169655,-1
30238018,-1
30387757,6
30469840,4
30492587,132
30526747,143
30553177,67
31348904,-1
31350080,61
31567021,47
31726662,141
31946704,51
31957519,67
32473318,97
33062942,1
33140072,58
33228968,37
33458643,-1
33539700,-1
34135098,33
34166408,75
34336300,77
34389661,-1
34405195,9
34502168,-1
34822331,19
34827878,-1
34902158,60
35028711,61
35390329,132
35397951,-1
35405044,-1
35427623,75
35470070,-1
35674925,128
35730884,0
35752553,5
36205827,136
36700659,109
37065000,57
37490495,5
37569136,2
37652968,16
37785546,68
38453937,27
38546117,-1
38619505,17
38673253,61
38737327,36
39028834,67
39057962,-1
39130158,-1
39164193,-1
39222397,-1
39546277,47
39561523,2
39687423,29
39801493,29
40801151,82
41188439,2
41200167,76
41219892,1
41271044,39
41341953,17
41347974,16
41518305,-1
41606331,141
41644771,28
41717590,29
41890103,-1
41902223,0
42337592,9
42345516,-1
42371960,14
42504397,25
42531126,45
42845084,44
43240444,-1
43465402,-1
43806779,-1
43897833,19
43910238,14
43946606,6
44029063,-1
44066482,-1
44614831,17
44823892,80
45089502,-1
45123479,1
45846037,39
45875767,-1
46196383,6
46367276,75
46471711,-1
47023323,-1
47119434,76
47181155,-1
47187527,28
47228309,-1
47505897,9
47530975,137
47610335,6
47643619,14
47645144,-1
47706481,-1
47727117,-1
47780885,97
47804986,21
48130530,-1
48166548,5
48177382,65
48252312,17
48258869,-1
48277252,35
48356740,-1
48363763,20
48454413,5
48478497,20
48593418,39
48692878,5
48791751,45
48903211,93
48958106,-1
48960060,-1
49186150,29
49231075,4
49243361,2
49263067,-1
49299282,42
49364257,136
49369377,5
49420157,2
49528800,8
49554648,-1
49564732,5
49612271,-1
49653837,10
49828114,-1
49888258,4
50303257,5
50663212,37
50739262,17
50789098,60
50886679,50
50992734,-1
51193155,67
51210659,29
51299619,14
51479535,-1
51794645,61
51828780,57
51867519,-1
51886616,-1
51905565,-1
51990228,17
52119343,17
52271173,145
52387822,79
52548537,-1
52567002,132
52629513,14
52839351,-1
53127848,14
53205641,-1
53228093,36
53242350,19
53243311,-1
53262937,-1
53470263,-1
53550897,77
53727228,29
53920164,-1
54295290,30
54296187,-1
54470439,-1
54782257,23
54800680,-1
54822592,-1
54927898,75
54980263,17
55073476,19
55100979,137
55139402,-1
55272232,-1
55362593,14
55364791,-1
55484714,20
55591855,47
55635702,29
55645954,129
55706716,-1
55722865,37
55730246,-1
55756669,-1
55905688,-1
55928856,44
56019023,-1
56147386,19
56196680,137
56327366,-1
56388569,-1
56412505,101
56454144,76
56549124,-1
56635547,-1
56662959,-1
56841973,-1
56942565,-1
56992303,-1
56999665,76
57033590,-1
57191373,5
57395431,10
57488887,86
57494507,8
57504921,39
57604683,-1
57605650,64
57669703,36
57845549,85
57903417,-1
57998383,1
58052026,1
58064361,59
58193994,-1
58365628,-1
58429773,-1
58617171,101
58662624,-1
58721390,96
58748776,-1
58801992,25
58843444,79
58947965,-1
58951504,140
58955965,-1
58989037,19
59015222,-1
59173488,23
59223061,39
59285044,19
59338451,2
59389396,14
59436919,-1
59440299,-1
59523276,67
59544264,-1
59610380,115
59643148,43
59679994,68
59684952,17
59710788,140
59711264,4
59722511,9
59761846,1
59813690,95
59838344,-1
60099944,-1
60506016,-1
60537476,-1
60563633,19
60601835,95
60725789,-1
60756470,121
60804785,1
60943295,29
60997784,37
61046626,-1
61070274,-1
61123070,-1
61174683,36
61175110,8
61253588,15
61329690,-1
61356188,-1
61368701,19
61531304,109
61738483,-1
61778146,-1
61788357,-1
61876158,10
61887769,-1
61896936,-1
61898284,37
62087378,15
62196813,-1
62418410,2
62556203,33
62659142,128
62665361,-1
62810372,-1
62945692,-1
62993790,-1
63013400,-1
63106857,-1
63302292,-1
63336165,47
63348345,2
63371617,1
63406366,10
63421845,17
63532827,33
63692476,-1
63726186,-1
63915118,68
64075319,9
64097395,-1
64194989,36
64802278,59
64814878,-1
64842642,-1
64952563,-1
64993247,85
65062809,14
65085554,8
65135781,-1
65220155,-1
65298584,36
65313670,19
65367339,-1
65416379,-1
65417820,-1
65424658,46
65456064,67
65509571,14
65553022,110
65726507,-1
65949135,57
66023162,25
66209118,-1
66404350,5
66450083,25
66453142,1
66481987,131
66565277,125
66578018,-1
66579414,23
66646206,-1
66802425,-1
66863249,-1
66891199,-1
67062781,21
67259599,-1
67382231,6
67429116,27
67430972,27
67444405,37
67512410,61
67649724,20
67702598,-1
67878417,3
67906765,54
67915106,30
67958897,-1
67999764,37
68115201,46
68150830,23
68413797,-1
68451123,-1
68508294,110
68577169,-1
68676395,4
68760016,-1
68760977,47
68876712,21
68904795,-1
68946025,-1
69016179,37
69071767,-1
69117277,27
69224527,128
69229406,37
69370540,95
69397796,20
69402568,-1
69433915,91
69485019,47
69504900,4
69624898,103
69659364,19
69676708,19
69719824,1
102433299,125
102437755,54
102439158,96
102455571,-1
102476944,50
102488219,93
102503390,-1
102503517,2
102506009,15
102508865,-1
102513270,-1
102530581,-1
102541089,37
102565006,36
102576013,122
102579049,9
102591101,91
102605893,-1
102609312,68
102610117,122
102612184,135
102615961,50
102616211,-1
102623118,31
102626845,14
102632766,72
102637015,10
102637422,17
102637754,-1
102639458,6
102643085,-1
102651543,17
102662456,58
102667221,87
102667897,2
102671976,-1
102678604,66
102687222,-1
102690911,-1
102716739,-1
102723383,10
102729834,10
102744741,93
102762661,15
102766417,-1
102766687,17
102767424,-1
102772747,49
102787651,4
102798099,58
102815446,10
102818200,6
102829001,25
102830728,125
102854182,10
102869402,-1
102870817,2
