OST_BK,topic_500
66098278,-1
55927349,3
91731233,-1
92659998,13
94491660,-1
94708636,6
102085187,11
102683208,3
106939844,3
68364345,1
60736645,3
51128569,-1
70728117,0
65737568,0
74256408,2
71217135,2
85390182,-1
87353970,-1
89228684,6
93929312,-1
95205748,2
46043331,-1
53339941,14
68912890,1
73898371,9
26809294,2
62097061,11
98695491,8
99151129,10
101532102,3
102229842,16
102056404,-1
105408564,18
107217729,17
107280469,-1
107714898,-1
83999029,21
68932743,19
76812752,0
14171221,4
23846112,20
95419720,13
97768337,5
102612184,2
103784099,-1
104584218,-1
104664728,8
78134098,3
82873751,1
83105156,5
19422356,2
79573656,5
83254331,4
67812379,14
75255484,4
38798613,23
75514374,0
53889130,-1
67080200,10
85187207,4
101878537,1
102075872,4
103926072,15
105630286,-1
12540883,-1
52427208,7
85561720,-1
90559342,-1
93979515,5
95342207,1
100550014,-1
101947145,2
102299059,5
105135111,6
68170111,13
30903627,3
48356740,23
18329462,4
18852085,-1
108053898,6
74186756,0
75520067,-1
61050585,-1
26114316,4
34698514,16
16129444,12
59728647,8
62968185,1
51336345,19
21191183,4
64051791,18
78667098,-1
88950709,-1
92697962,-1
93689487,4
98024369,-1
100179670,1
101751970,0
102194721,-1
102371044,-1
103510191,1
106096012,-1
108068914,19
54095033,20
19868492,5
15908138,20
69495292,-1
76847280,18
85150855,-1
34761597,13
35971919,-1
59716991,6
73403980,-1
67375647,1
69459889,13
75117136,13
93538989,14
96966244,14
97913947,3
97999542,-1
99708744,5
100944815,-1
101343330,3
101977691,9
104517491,22
107603407,16
78528178,14
80597780,1
81471433,7
24237420,1
76755990,0
62047301,18
52507097,4
73069090,11
60090189,-1
71754862,7
75866913,4
73089433,2
81171520,12
84386090,1
85139113,-1
30672800,3
62589079,9
22955887,12
16349338,-1
70053479,12
93633587,16
95307275,22
95617497,7
97510511,17
97694561,-1
102549016,0
104940118,-1
107365385,-1
108551947,-1
80053658,2
80319594,7
85132390,-1
49206570,3
72279910,5
19719544,11
23837783,6
72497143,8
17750442,2
64448055,-1
105010757,12
106366752,3
107092173,-1
107117052,14
108587447,10
71460313,18
73986918,-1
59567769,-1
82690125,-1
94042333,3
94320836,-1
94502414,-1
100387105,7
102125757,8
104347109,-1
73715861,1
74053798,2
77380332,4
67627125,-1
58108459,3
59158170,-1
42951501,-1
18410732,2
61004619,13
54279893,3
78261366,1
78384493,11
80576314,-1
103426670,-1
95558926,7
99940058,-1
99973994,-1
101620511,10
101830842,-1
102111015,-1
102277689,18
102386630,8
107176145,0
67585349,-1
19705314,6
61723419,14
62071254,11
47264185,-1
53018407,1
33118126,5
59620751,8
93402882,-1
95994361,0
100004281,10
100974555,2
101425072,11
102319661,-1
101779335,6
103977218,-1
105151076,0
69881562,-1
45005301,9
65606329,2
50276841,5
103909695,15
107817569,9
108674399,4
69587137,-1
70285400,-1
70552795,15
71307026,1
53484223,4
25435894,8
66491750,0
50036558,16
60246064,8
9940614,23
29619743,12
52468795,8
78658447,2
93372987,5
101965671,6
103242868,8
103512300,21
104673058,0
108125187,-1
72300337,-1
73018137,16
74015351,5
76351589,-1
77929841,-1
11756938,2
62128590,12
30121211,7
59663979,2
102694058,-1
57270695,18
59560604,12
26277931,-1
53446760,20
67397259,1
92677221,2
96440641,13
100355293,5
101848271,-1
102144891,-1
107734473,6
108459389,14
72752533,14
72850389,6
73771188,20
77874072,-1
37718714,-1
26647859,-1
65384025,6
67199991,7
80219701,8
81456433,2
94316957,2
97123824,5
97160270,-1
99986328,6
101446670,4
101734314,3
103968649,4
104061576,8
105408160,6
43920660,18
19861746,0
70067799,-1
88236289,-1
90961972,-1
99619185,12
101283832,3
101788567,5
102805536,2
106956386,10
107136171,16
78308430,2
84115211,7
66852650,9
34355565,1
59653230,-1
19342348,4
64117740,15
71496486,-1
50246500,9
10843189,2
34422595,-1
58645888,-1
91022846,15
100468666,9
101689050,-1
102080421,7
102114948,0
102230217,0
102462553,23
101784795,-1
51204701,13
71958216,2
26906065,9
72078010,4
87584587,19
94217431,-1
95658384,10
96167380,9
101493467,15
102600427,9
102533309,1
104259460,-1
105224909,21
105713171,14
106416718,0
106439922,12
108069976,15
80050699,23
81232802,4
83447422,7
85146619,8
9381515,1
62642101,-1
22010818,18
69775209,4
13796254,13
28406455,3
52645629,13
64515002,3
55000608,-1
94721151,-1
94984116,22
83190907,22
44580263,-1
73863777,-1
15690767,8
61108253,-1
24745704,-1
30678650,-1
85226297,-1
100026358,21
100027343,11
102682219,1
103374217,-1
104466161,-1
80737034,7
83469188,-1
22300796,-1
22644490,-1
74420617,3
71012051,5
42418291,5
87059488,15
88908189,12
91369073,9
96867524,7
99653790,22
99996493,22
102558354,-1
103923395,-1
86898066,-1
93630521,13
94583871,-1
100036336,8
102913337,2
105988835,1
106128536,10
108125695,-1
71449081,22
73490863,8
76871909,11
57875681,1
62670794,12
102497057,15
103663640,21
108504154,21
82558555,9
15225091,-1
70527843,-1
12571379,11
49802335,22
100000390,1
101245372,8
101759403,1
107793441,3
78936398,19
61926846,11
46070408,11
76657895,-1
85157037,-1
94248938,0
96602113,1
98716417,4
100012865,22
100387776,-1
101669126,-1
102049332,8
102547574,17
105972894,0
106214252,10
108560519,15
108602759,-1
108657017,16
90326306,0
94408908,5
11648133,19
51156319,16
72383706,4
59628044,-1
60963364,11
82913556,18
98079668,-1
98436366,2
101901496,3
106952915,16
83950211,9
69784958,14
76219632,1
24908546,2
91578088,4
106550722,7
108078361,1
108473978,17
108569927,6
69156921,-1
77592523,-1
19392887,-1
12821808,-1
21424000,11
53332388,2
61627863,11
17752032,2
51942571,15
57402399,-1
79063255,-1
81888894,-1
96942926,3
101493004,16
102044783,5
105086660,3
106258304,23
107992962,10
108100125,-1
72389050,4
49231575,4
60191817,-1
17616666,2
102143030,-1
101371003,9
102717175,16
102805897,2
104578382,4
104710604,8
68247217,7
70806196,4
74688651,1
54186861,-1
50311212,5
18612671,7
59747539,4
26550108,-1
55875300,7
64310744,15
84881490,7
97509733,23
103124116,23
103795375,13
103992464,4
104640797,5
104912600,-1
106332427,22
107066229,-1
108183178,1
74596725,4
24944037,10
38655123,2
59731056,7
67664960,-1
63356182,3
58226989,14
42636520,19
61186808,-1
47176852,-1
67331530,11
56988006,4
78735497,0
83089752,-1
59717670,3
74931786,5
98536475,15
99960076,2
101955245,10
103718954,-1
105741145,19
85179967,1
74447645,0
45110068,19
55331783,20
50941911,-1
85218246,8
97008806,7
100229519,1
104856624,5
108518141,14
19669934,7
43465402,-1
103997844,1
37833538,20
86251283,3
102634588,0
103222612,18
70096726,11
75033652,-1
43013089,22
74212969,16
39271317,-1
94542013,0
98147210,-1
98330575,-1
100528014,11
101784471,10
102157236,-1
103125559,16
106501121,2
106810055,-1
78388841,16
78941665,-1
81081338,0
85149870,8
61087647,12
61654392,11
11549939,23
52381194,20
35730884,-1
61009136,5
51967598,23
58059373,2
99224667,7
99445172,19
102199189,4
102985275,2
103303556,-1
105042359,-1
58259830,1
53179834,-1
34914246,-1
59889620,3
37679418,-1
81509959,3
87143702,2
100929271,3
101872513,5
104053703,3
104373600,23
106483426,-1
107103341,8
108185547,6
107636833,3
108724211,2
78918081,2
80894085,22
82372854,18
13499174,-1
51936898,7
67668993,-1
74304969,12
71494397,11
34847627,5
22448587,-1
56620606,13
64351719,-1
85159811,8
92954927,3
99462585,-1
100184961,1
101918949,-1
82056232,-1
85182041,7
97891227,21
99573065,6
100918559,3
104002508,23
103758523,-1
105703417,6
81574366,14
56665018,14
76605071,20
20606775,-1
47023323,14
70987953,2
18580393,5
8891079,7
60811525,-1
85221748,8
89751611,1
101641606,6
101660490,5
102054106,12
102167769,-1
102191728,-1
102269888,15
102692560,15
102719347,1
102725821,-1
104644211,1
107601346,1
90575559,-1
98403796,0
99601062,8
101150344,8
102341120,9
102400976,7
102742734,2
102690862,21
102915123,-1
103402263,-1
103423738,8
106240816,14
106272356,6
105593446,-1
107272406,3
77816747,7
77817467,13
79632085,9
80551958,8
11266277,7
30196631,20
67533969,-1
67075915,15
60919302,12
24912916,4
61253173,2
49234437,1
93094415,9
102134913,19
102937149,17
103274857,19
104872256,15
106262097,15
108279424,0
95986111,10
70899804,20
72248853,12
85131982,8
67743970,13
78634500,-1
85215302,-1
56265887,-1
85157329,2
99546931,6
99615786,0
99983336,2
102476344,16
103739388,2
105390512,5
106941018,0
78943578,1
25046364,-1
59617493,-1
72925230,4
55034319,-1
20777124,22
65527014,11
74540361,4
85412351,10
92795711,-1
94513554,2
100188078,10
102922319,14
103213696,9
106063654,14
106541728,2
106840356,0
78223121,4
83137712,-1
54276815,11
76785950,-1
12393142,2
58650829,16
72685121,-1
15303589,22
19417517,11
69976156,7
74395630,-1
75682117,23
53882323,22
76819768,4
53923746,-1
72108746,1
9650059,2
89745523,14
96819024,3
98415516,5
98820360,16
102055470,0
102441658,4
103284598,3
103719709,0
105380621,1
106441563,12
108646940,0
32097108,11
99300252,8
107313510,13
77602967,14
52111486,3
65559074,19
20291211,13
61121411,1
59749332,21
72064542,0
100099658,8
101370067,8
103271294,17
108322525,-1
79292508,2
81574435,12
84666344,18
20045596,7
12468927,10
49754680,6
9636920,2
41669649,14
73834739,4
104875265,8
105045635,17
106749713,12
107205935,8
64089501,21
73427031,-1
75925295,6
24216161,11
71937075,20
89245003,10
100163756,22
102168294,2
102125835,3
102466610,8
104944766,17
105056249,6
84955558,16
47532663,14
83726329,19
70841919,-1
85220676,4
17910768,4
80142819,1
80745993,20
40842424,5
83597924,5
59443468,-1
19552519,1
79026860,11
79762690,-1
87133847,5
90771444,9
98968025,-1
99257800,17
99503858,0
99928968,6
101519397,-1
101936683,1
101869413,20
104054716,-1
105737424,5
108714368,2
83220877,5
84322609,6
71351835,-1
13628494,23
51734868,14
18650558,7
75155208,4
48366745,21
47610258,2
12012220,2
85728662,10
94301631,-1
102219362,2
102762661,-1
105352223,-1
105620469,10
106738700,10
99894465,11
102895002,6
107371822,12
108337820,0
77715837,1
79200288,2
85140564,4
62873756,0
71967824,5
64545026,3
76595140,-1
73243394,-1
60162406,19
51407630,-1
16786803,7
99943380,16
101479076,5
102233388,4
102964892,1
106146315,-1
107078723,10
71329204,7
12706625,1
42118969,18
29103812,-1
64071405,-1
52609826,-1
73533223,-1
50426504,18
99464840,8
45853488,0
47732545,1
60474709,-1
36279314,-1
80448774,-1
81809668,2
101571493,12
101833706,12
104383785,8
105493483,-1
107879159,3
69025247,11
71744147,3
52191875,11
17566257,-1
19279414,9
93910474,-1
104812680,4
77802072,22
79996749,11
82612728,13
52755125,17
40699636,20
41381459,20
88808767,20
94767232,-1
101464395,16
103853639,1
94372612,0
57059663,-1
75111427,18
42575604,4
81054712,0
67897838,11
105149051,2
108513003,5
73533875,14
59643329,4
52253943,1
63792536,-1
69740820,7
70759212,0
47496261,-1
76630433,4
70620549,0
88337691,-1
91043820,-1
102348755,1
106393230,1
106038155,17
107252306,1
107795702,3
108512867,-1
69403879,-1
70976126,-1
72738313,15
76029151,15
61950090,1
45298989,12
52831173,4
16027806,14
78678340,5
81182838,6
82604864,4
102511786,-1
104638237,10
105725231,1
106564302,12
107245301,2
107910936,-1
108550212,20
93816644,-1
96406797,8
96688225,0
28046073,-1
83643353,2
20567146,10
85182858,8
34604495,2
58316153,-1
83585686,2
102316321,-1
103046188,2
104097348,0
106039862,14
106847659,0
108520587,10
81944250,-1
85169788,8
94298370,0
95133126,8
66030815,-1
57273734,10
53114301,-1
77097540,8
84959427,13
79692513,0
33841043,-1
17907505,4
39842794,-1
101386358,2
101898148,1
103507949,2
103935553,20
104997986,6
106532797,10
107471959,7
108708072,9
80979049,9
62367102,1
62758652,1
13889845,1
62711245,14
50292701,-1
85547737,7
87242805,8
105023220,-1
106253768,16
77076716,-1
78286732,20
78690668,11
22645221,13
68453368,-1
74093744,9
65741139,13
71398457,20
68663703,18
60725789,-1
20840535,-1
64695892,16
55362593,23
87082513,1
90981900,2
96836652,11
100043083,3
102863503,-1
106390136,-1
108448873,10
82722913,0
83319150,0
67643378,18
51401749,9
58909021,2
97715833,3
100171709,5
21589618,-1
71086988,-1
42507158,3
14417496,2
101028048,-1
102071828,23
102171501,-1
102489870,16
102766006,4
103642016,19
20086855,17
19694482,4
17167709,5
46843829,-1
28440416,2
49366688,-1
78426228,4
83817615,5
86610698,6
93126572,8
93950180,5
101918495,2
102668407,17
104156370,6
104902914,1
107141463,8
107165752,16
107480026,3
107961201,15
16709011,-1
73359032,7
33615565,1
38697658,-1
18506372,21
66365153,3
74031939,-1
23059771,-1
68856752,13
89206573,-1
91280246,2
92763615,4
94650791,3
97757246,7
100382162,-1
100953823,-1
102281057,17
106711387,-1
77945050,-1
78464204,-1
82057496,14
26913635,5
22505420,6
65021263,-1
70490114,3
58513132,-1
69231842,22
65090737,-1
52061662,14
20802405,-1
101998076,17
102628193,8
88212193,21
92415112,2
94081403,5
94472696,6
98513297,-1
100036484,12
100678558,0
102829604,-1
105041157,3
107550858,18
107815430,5
57911114,-1
31391756,11
45133272,1
20868809,-1
67255001,-1
40036762,-1
66416056,3
85217627,-1
85521125,1
95457828,21
97930563,22
102146332,1
102436572,1
102651433,6
102886804,-1
103592936,14
105917992,5
104291021,9
104228958,1
105210473,15
105445314,16
107504406,8
74630964,20
10166195,-1
59892116,4
64461669,-1
58419269,4
28040965,13
39661103,-1
58714294,7
38008290,7
16985241,0
59853608,15
65949135,2
93410502,-1
98489916,6
101546673,7
102603124,4
103029985,2
104276349,22
21341490,4
15988739,-1
42537853,7
22017571,-1
57652242,-1
16659113,4
62571485,4
47942578,14
54682099,3
85156133,-1
94274652,1
94554680,-1
101000097,1
32124264,14
25099115,-1
35884174,-1
75442063,3
94140708,5
97021145,19
98977745,-1
100035871,12
101345283,17
101541180,6
102291283,3
102753862,1
102969680,4
105385416,11
21618394,17
64097395,-1
14157351,-1
22506326,-1
93087595,0
99957726,0
100563011,-1
101906532,-1
105130406,23
105262120,15
107372547,2
69716464,6
71061457,4
18513814,7
23493602,-1
107211360,4
108342587,-1
75524099,14
27366614,-1
67769934,10
46574752,-1
83361422,-1
90021753,19
93407848,19
100924644,6
102846456,0
105407350,-1
78400354,2
82854663,8
84339620,10
98190168,-1
100137857,-1
102788199,2
106485262,1
107720169,11
70815164,20
74905189,2
13980550,4
85004234,13
80020568,-1
85169761,1
102600834,20
80223305,7
84269387,-1
15439076,-1
73690346,11
77974373,19
26382440,13
9185703,2
24713073,-1
27544836,11
15536458,-1
57097612,-1
80360760,23
80949188,7
82973756,13
100624418,1
101828032,12
101825494,2
103214553,6
104821007,3
105367794,6
105683265,0
108242623,22
108674476,17
108553588,1
58335975,2
28930192,18
40385750,6
63719074,14
14135867,-1
60226762,-1
80436866,8
85198288,-1
90573182,18
91507261,2
102802439,2
106141131,1
78762508,11
65888109,6
71016912,7
61695030,16
63792360,9
69083508,4
76220352,0
40287074,-1
58695066,-1
85199717,-1
86279985,2
94459683,5
97337144,5
100463263,6
103166479,15
105638756,6
107336585,2
106668042,18
107919935,9
77187156,15
77914051,19
74397184,0
94686544,15
100660182,5
102349319,1
102539689,16
103181542,23
103928913,22
108701377,21
82082683,8
20380888,4
54365671,3
57129983,7
67621500,19
87401394,10
92720286,4
100093514,22
101489434,3
101797176,11
102480238,10
102657068,6
103394337,-1
104173027,3
105158030,1
107995890,23
108252327,0
108612479,-1
108683975,-1
80011708,0
82375608,22
71903289,-1
25698689,4
82931751,0
39315023,-1
54975388,2
27265658,4
70520029,16
88111485,5
101880423,1
108590895,15
78259094,-1
47987554,6
41231780,2
57196114,-1
32895413,2
73052326,13
18628414,19
92078772,6
96399297,0
102532104,14
69911980,-1
71642645,0
74077448,20
77927227,10
30914821,-1
28884433,-1
82929938,-1
101562984,0
104709031,4
106662060,7
75184182,7
87354666,6
92278210,0
97077314,5
98973657,6
99982791,15
100478119,21
101286717,0
102830728,-1
104033017,8
104839618,-1
105704588,9
106425788,8
106790981,1
107357404,4
82904894,-1
59403212,1
21107040,6
73953693,4
71167182,0
72917296,5
76050106,-1
71285313,6
65490167,1
72307885,2
92847921,-1
101066371,6
107005644,15
107108779,10
107789347,3
67987560,-1
35529567,-1
73082548,2
85195547,8
85225275,-1
94621104,1
97227744,1
97531453,6
99947926,8
100024624,6
101852917,6
102180165,1
102144382,6
103622909,19
104684130,6
105873782,13
108623112,-1
96993654,6
83111999,2
24085324,6
21330346,1
79241394,20
34069644,11
78510317,1
78017359,2
99962134,1
99974208,-1
101675018,-1
102639339,6
103062192,5
103853458,16
105722934,8
107514936,10
108630227,0
82932245,15
84931313,1
66290589,9
19732952,12
16202984,10
58681126,15
75766101,1
49537268,0
93031953,5
95178830,14
102161967,0
102821448,2
103762329,3
107995465,2
107500755,10
107506841,5
67673739,6
73323334,5
13397661,7
59672628,4
11061128,13
44818776,4
42637035,21
51878661,-1
106389755,-1
106678631,7
108278822,12
80196662,13
85009240,5
85148669,8
24897906,23
23746136,-1
62014975,-1
50120866,-1
52786791,13
63106276,3
54507338,-1
76758913,0
55855896,8
19427860,-1
69647284,10
62973589,9
17454133,20
73974532,9
74236893,11
65070034,18
74787719,13
87566098,-1
95247672,-1
107034603,16
107234417,2
107206608,2
68287030,2
77529343,14
40575861,1
29268949,4
57168150,4
54050461,-1
49942761,10
80248681,6
82035826,3
102183349,2
103076873,5
103036431,14
103672659,6
104402830,0
106681303,6
108616029,10
81511579,10
60723232,9
68172124,-1
16278933,2
37277224,12
75775732,8
29452442,0
31422661,10
17397316,0
42111240,22
92711756,6
97727990,-1
99930147,2
99959476,1
103415823,20
104089006,21
105394421,3
106428388,12
106434710,1
107390629,-1
108571534,16
91321021,-1
93251452,-1
73574720,1
59357254,21
14860218,-1
26702394,11
48709027,0
46471711,-1
11772766,5
58541431,16
86846833,2
87435485,5
90982150,4
92870524,18
100032753,8
103224282,-1
104086966,5
107203173,10
107652100,6
108370782,2
80042127,6
15276173,6
76194402,20
24382895,4
48608440,17
62778217,7
72701696,18
59665220,10
53250938,4
74242608,7
42208615,5
88848647,-1
98441321,0
98519312,17
102339894,3
14992617,3
14193954,3
25066654,13
65625539,1
16052835,2
58262600,-1
92226736,13
99553919,5
102533410,23
104332526,-1
105980262,-1
70493949,1
73352414,8
64911255,11
60536399,1
65659892,0
57934363,-1
59493660,17
59622142,19
60474860,23
41033275,0
27059202,11
79777777,7
80319210,-1
81534911,1
84953737,-1
85812382,16
88714976,2
90671188,0
102893788,-1
104051674,-1
103762734,7
104589263,16
106321899,20
107084446,17
79628512,-1
84045537,20
86572916,10
87371268,10
94509266,3
94869151,-1
101581225,1
102398747,5
104244550,8
73850289,7
14230560,-1
55666702,7
57066452,13
67135824,-1
53494695,17
32534268,1
80505912,1
81059920,-1
85804624,-1
101838652,18
101965727,1
102055154,9
101785249,3
104065364,6
104831746,-1
105468168,21
105865712,-1
108272062,11
59884816,14
70578642,-1
20602387,-1
80377199,11
62997236,-1
64099618,3
79752129,-1
18727899,4
19951209,20
85630997,0
50105615,2
63747411,4
65632695,19
80384969,16
54272838,16
25384719,21
73733174,1
101402299,-1
101643250,-1
102407915,18
104028513,2
108640486,2
78336923,8
78447177,15
79954727,0
83576209,9
12642835,11
49524269,1
71787727,10
47804986,10
72508823,2
42708062,20
70660337,4
72494965,11
68810240,4
102046658,3
103915081,15
105358232,2
87893963,2
70635461,12
67424857,-1
74161613,22
84980084,2
60810024,10
19060367,0
23111107,-1
67357686,-1
101985737,0
102950299,15
104513679,1
104898257,-1
105132684,6
105910041,-1
108134057,20
81598763,10
85156745,2
62362788,14
70839869,20
8997125,-1
16210740,0
23395104,11
57645258,13
24636337,0
65344330,12
76140182,7
101613544,20
102624334,5
102999594,-1
74283779,4
76332115,8
60414614,2
78502536,-1
82123324,1
83015563,11
83196210,-1
101880654,16
102629267,12
77496017,1
13844300,-1
52771934,17
40270264,20
84617223,18
100007716,-1
101491901,2
101722029,2
102128966,-1
104256968,6
108440897,8
49923428,1
73199885,-1
16542406,-1
88845190,0
101692756,6
102196886,3
108593177,-1
76815981,16
29284590,11
71604126,14
58137644,5
76140107,2
101283560,18
103957024,1
107944616,0
108671802,21
81840730,1
68009942,11
19754174,11
52779782,-1
42170580,1
18578058,7
13132162,5
45316609,12
67221252,8
99054185,2
100165843,1
101957079,17
102581539,8
105238574,8
77508672,11
78562297,0
79693342,9
72715216,0
10953415,13
49762626,-1
46946103,-1
74819433,3
59918472,2
36155381,16
18557814,7
17454184,12
81545399,2
85146345,4
89736526,-1
90124856,5
92899952,17
94005420,-1
97616169,1
101601227,1
101942459,3
103320725,5
104805212,19
106448108,8
106237028,16
106504592,19
107271737,2
69662400,-1
70075152,19
71086989,10
73880197,-1
45089425,3
52846507,0
60213931,-1
64494986,-1
78644250,1
88799459,4
94698069,1
103469052,0
103736509,10
105475269,0
99922165,-1
100046753,-1
100945379,-1
102011887,22
102144894,10
102147903,16
104856679,1
105111186,23
107808825,3
108478885,-1
66798126,15
69058488,2
70824841,4
38163399,16
68712185,-1
23602938,7
72931637,15
26428808,-1
95698521,1
103940584,-1
103867651,8
104349212,14
105621877,-1
51835226,-1
54296187,-1
63432472,1
44027252,-1
38461586,7
61782264,-1
92925119,2
93871642,-1
95630062,6
100749677,23
101398790,10
102093430,17
103411895,-1
104763929,-1
106908612,-1
82877014,17
85155738,1
27310362,4
52146131,13
64953515,19
104050019,12
106129947,21
106387827,5
107062325,0
107611343,6
107753968,3
108417672,21
80917067,3
53038873,-1
76928051,16
42369235,0
102645924,4
104256225,-1
105465850,9
107281677,16
82827444,20
82964656,12
23338868,-1
64794351,-1
67521547,2
67154430,9
55657097,13
23728702,13
70020201,17
91381105,15
99194907,3
102172754,3
102179246,-1
106082191,15
107070466,0
91633856,17
81819428,13
19832205,-1
58319864,8
83031563,13
55234931,-1
57599544,-1
80396199,12
47769150,-1
29015786,10
53824493,7
92153226,17
97541735,-1
103775955,10
105203779,3
105252151,8
106276857,-1
107062466,-1
78355827,10
78524978,-1
80900454,2
26110253,2
10196987,-1
26868395,-1
17217487,1
13570437,-1
59643676,4
