OST_BK,topic_500
100052664,-1
102346999,4
103721217,-1
106444712,-1
69817331,17
71991321,2
26702757,-1
78850092,-1
79887914,3
81506545,1
91742724,-1
93035176,13
95772116,1
96066780,22
99538797,0
101591338,-1
102791280,3
103422418,0
106367320,6
106435398,2
106909858,-1
108338093,0
108717580,15
74946968,18
41534393,1
39565488,-1
59740647,4
67776814,-1
52127222,19
23838618,4
12717453,4
14463591,2
59851888,15
78390138,-1
78511910,15
83131382,2
85265205,8
90735745,0
94504451,-1
94603401,15
99025303,-1
101382899,10
101308403,6
102478560,9
105877422,-1
107286152,-1
108118735,6
108402359,4
78866961,-1
78877921,0
79943746,14
80134088,4
65338746,3
18365609,13
68392740,3
19256418,-1
71437330,19
55521068,2
63044899,8
20187497,22
90743738,10
91939088,0
93034060,18
93389058,7
97210995,2
99744135,3
99975135,-1
101218353,19
101585481,11
102311929,6
106606619,23
68422941,12
68725021,7
76954986,13
77530038,6
37699008,0
23202471,19
52629955,4
42383784,0
101229328,-1
102204745,-1
103826528,8
104552607,2
105547795,8
106663777,16
82005221,8
22543510,5
39810789,22
27191744,3
85165892,2
104194624,16
105008293,2
105771140,2
108616091,1
53239038,-1
56417039,0
85709403,-1
75721200,23
55533121,-1
84114436,-1
72671437,7
102475709,-1
107380606,2
108009898,3
59993232,8
68602178,5
66650433,18
75650710,4
26454008,-1
70186824,9
31531219,22
24020159,11
59304645,1
75603317,2
60523993,12
97544843,6
101330399,-1
101359651,3
102650966,-1
102722189,21
104021719,10
104048521,2
104603791,21
79131723,-1
73620798,-1
23002256,14
56165951,2
57649693,12
59754009,16
61296517,13
48782918,8
96102407,3
103810542,-1
103876537,-1
106771934,-1
108619171,17
77325678,8
102352822,-1
105070474,14
105570125,-1
107529237,2
67671623,-1
73405025,1
74231217,7
77275343,9
15480305,2
16023502,21
51513920,-1
55699526,-1
57905083,-1
50247371,10
80218222,8
80423819,-1
80428514,2
84812192,23
92095984,10
95833622,8
97543269,8
97919957,-1
100668771,-1
101169484,3
102261527,-1
102934785,18
21400640,4
66335466,1
47352516,-1
64291272,15
20616683,13
39938143,14
59495531,5
31371682,9
27703574,14
57095165,7
80177721,-1
88734239,14
92699713,-1
100093305,10
102110618,-1
102799543,6
103887545,5
104138591,19
104104226,15
105201726,0
105596510,-1
106936836,-1
108636864,3
67244273,-1
73148182,11
72913689,5
20253989,-1
67168052,-1
65956490,17
102002186,5
102931321,-1
104504413,5
107252793,-1
78957656,-1
82986582,16
27375955,4
16983247,4
56700138,19
70916690,9
26884865,-1
50852816,-1
27704742,2
66013431,18
74234005,1
69659956,-1
103875054,-1
103758355,2
106332423,19
105988677,2
106432514,-1
74646235,8
59634994,15
16789740,-1
83222724,19
41668626,0
56741509,-1
24359989,13
82810258,2
104997702,8
105910347,-1
107035281,-1
82535080,8
85129497,8
59710171,-1
24444215,11
45900690,15
37409819,-1
61208021,7
70336547,8
94826210,8
101450185,17
101980951,3
101976375,-1
102312459,5
103977915,6
87344162,1
81013598,-1
15519421,23
61173804,2
76050598,11
10016905,2
65750077,2
22305071,13
70664894,23
83974444,20
100168323,10
102185618,-1
103708185,18
104524783,14
105731858,5
106833469,-1
100125558,6
100128434,2
102415640,1
105530029,-1
106906089,-1
108516191,17
78115510,12
83026151,-1
83076239,-1
73555157,9
75585611,4
67297914,4
66929978,1
69609572,21
72332124,11
25035991,18
97363132,-1
97638383,4
98501953,5
100422697,1
102507262,2
107911911,-1
89746901,-1
93370655,19
57006753,-1
13783076,7
17999562,1
78476003,2
74229106,4
35027099,2
107404528,-1
107885864,3
108261314,3
94488770,-1
97345872,-1
100632815,-1
102020953,2
101940870,0
101626565,-1
103183255,21
104228122,2
87804564,6
78565792,13
85160596,8
81026389,-1
71042239,1
56830931,-1
13328955,-1
26971392,4
66082259,-1
80969334,7
50324443,14
98696408,0
102117273,0
102850912,14
103067681,2
103240294,1
103568717,8
65241137,0
45045798,16
98617517,-1
102066080,11
102759530,17
102882243,1
105539296,1
79803021,22
80487582,9
16682680,-1
62704390,0
55275238,19
29518866,2
34424299,-1
61368701,20
24514662,17
37785546,0
41383178,20
24494111,11
88242351,-1
88820702,2
95019228,16
107889971,-1
78325105,3
79067060,-1
79076167,22
84685297,0
9792194,23
70827302,0
21198838,4
107184803,8
107795740,0
108227233,9
78277549,1
25912792,2
52363340,-1
74239006,2
76700767,4
73126744,5
17106662,3
19451561,7
28023627,5
49755374,16
75984681,11
25973519,1
77010963,-1
71559502,7
53650373,4
88893833,4
95471168,11
99324643,-1
101835542,8
101719029,8
105637043,-1
85135253,7
46951559,-1
52579006,4
69548226,11
101360274,-1
101659298,0
101949749,2
102086733,2
100196478,19
101668446,3
102574699,-1
102004941,1
103547212,19
106522036,5
76233943,13
18168429,20
18798670,-1
68126102,4
75466407,20
102808045,0
104251190,3
105126099,6
107799082,2
108612243,14
77124335,0
77515479,19
82470649,2
13942241,1
35288728,14
92477974,1
95416249,13
102422431,-1
103372384,5
81515300,-1
81997317,-1
12554420,-1
66768025,9
57892529,1
85672023,8
92465677,15
102086719,4
102539005,21
104043747,-1
104650859,3
105085135,1
107571461,5
108499985,14
108539146,0
73450732,5
26691792,2
56043120,-1
59710788,0
59686111,7
73605077,19
51999564,11
93302933,8
103314418,0
106110317,8
107260271,12
107393364,-1
108732565,16
71950550,1
57375702,1
74232803,3
88681088,-1
90730213,6
19510356,-1
67146198,-1
26032864,1
26635178,4
93497201,15
95396411,6
99966598,-1
102584134,-1
105633415,10
107834826,1
80688021,-1
23017115,13
57509574,5
16580468,-1
20514991,-1
25713193,0
96942483,1
97866008,3
102082339,15
104286701,6
106475360,15
79128744,2
84981741,-1
12701743,5
27883820,2
32133336,-1
38527126,16
71957926,-1
91997343,9
92637042,3
99466373,22
72790929,-1
72549968,3
88628346,0
102471333,-1
108036130,0
107887700,1
78794457,9
84709385,3
74279574,20
71923062,2
28132309,7
12645301,4
70759406,7
72141007,-1
93398152,17
97450331,-1
103812279,19
105466336,-1
106908895,-1
107220489,-1
85144601,8
44308313,-1
14735245,3
67699380,18
21036213,1
69714665,-1
49783948,7
24458358,20
85858308,0
90416917,8
47013464,2
21148326,4
93349606,16
94371235,7
96733128,2
97698159,15
100090538,3
100652912,8
101531542,3
101654369,10
105799556,5
106562345,18
107710046,17
108607267,6
10076524,-1
75780058,4
45250175,3
22421599,7
59749154,13
24239402,-1
29654199,7
93304714,11
93957691,2
101810038,0
102189553,23
106335296,2
106391811,15
105364206,6
108087004,11
70978375,9
72945634,1
108011963,1
108489392,11
68710603,7
60745565,21
59724603,13
63121198,5
79715815,3
102914314,2
108055293,19
108412877,11
108534943,-1
62373689,10
20776343,2
73674517,11
62477958,17
55295269,20
69759479,1
46605161,1
93824224,16
97452749,1
102493038,-1
105335483,-1
105973416,3
106819969,2
92190978,0
93528212,22
58063645,0
16745117,1
65041104,19
105790759,6
84606437,-1
103068627,8
103969201,4
108117208,16
108180113,0
61024391,21
67570947,3
85163264,8
91077489,15
101008365,-1
101763244,12
102681595,-1
102646968,5
103360097,10
105172057,6
84900964,2
10769516,4
65380281,2
33683556,-1
71316475,7
85604710,17
85804305,7
99594613,18
105224088,7
20083547,4
50062444,-1
68701799,6
21611723,5
103029185,-1
105967675,22
77525894,-1
81124112,22
66725783,6
57332188,9
90442906,9
94750339,22
95754781,-1
99920773,2
101116210,17
101849779,11
101913127,4
103375977,17
106193303,2
108456676,1
86766605,1
88163667,22
88730682,-1
85168022,4
75793190,7
77805629,-1
76645053,-1
78037714,8
19669500,2
58947612,6
53401816,-1
85858840,1
102735356,-1
103814640,17
105146555,-1
105927897,-1
83223505,16
65200284,19
76984145,0
65220155,-1
66574852,5
105138242,6
106874517,22
107029083,-1
107419635,10
77126659,5
80970278,9
82368067,22
50409257,-1
47225139,17
47649412,6
51252391,-1
60110444,14
71440799,2
12252315,-1
85194557,13
93835182,-1
97189450,1
102008347,1
101808925,0
101797374,15
104026335,-1
104288030,-1
104946263,0
107434325,3
108632094,13
108380533,17
65630964,-1
58285208,19
67802657,-1
32135833,-1
63899991,3
23240549,-1
52955004,11
71387564,-1
72811776,-1
15785928,3
76017121,18
85221609,8
90713598,16
99131044,-1
100629764,15
102727803,3
103000184,8
102915442,3
104842493,15
105064420,5
77687995,10
78957273,7
83689539,2
74109721,-1
37736393,-1
72277396,-1
52839035,-1
65878997,5
45043542,19
26370755,13
87871789,21
99768230,0
100746598,4
102637422,-1
102366841,4
102876889,2
107142488,0
108476885,2
80495914,1
85133554,-1
22897562,18
77098052,0
58407195,16
35720602,0
31274285,-1
55935356,22
89821719,0
92037995,-1
102115811,6
102183860,-1
104567510,-1
106857439,6
70091891,7
25267020,11
38093570,20
14024720,2
50140008,5
22841736,2
62812717,8
81808774,16
99412255,10
101785400,4
76047821,22
13674568,4
63071560,0
73341870,7
44553294,6
86179915,16
93178892,17
97595611,6
99555443,-1
100135209,0
100337377,15
102096158,23
102644509,8
102881513,4
105212264,0
107579968,6
67795358,0
68592327,19
71140225,4
71656638,1
47780885,3
14786073,2
12553585,-1
12937088,-1
54753691,13
49339247,16
82482783,6
93327843,2
95085849,16
101632076,13
102220237,13
103585496,15
105286323,14
107667294,-1
94124898,8
97280660,1
101884415,12
102068777,3
102227532,0
101614149,1
102869292,2
67527248,3
70265078,13
77450669,1
54903134,5
44779424,3
61148066,17
45918054,-1
39688932,19
56999665,18
60170024,3
49747385,16
79717895,13
84660908,22
93312557,15
100685155,1
101437844,6
103811639,-1
108721052,-1
10156467,-1
48037518,21
67261296,1
27810945,2
21043866,-1
16251359,19
103864440,23
73351651,-1
73531982,2
73636771,6
53044938,-1
58441350,3
55433751,-1
58802214,13
52757314,20
66659605,12
63245941,2
66399644,15
30668514,23
27899067,22
61128162,-1
81433850,1
84993444,7
87400133,0
94490723,1
102121979,0
102339013,10
102994027,3
103030039,7
103927889,6
106492594,8
106997854,16
107229149,0
108093093,1
70346801,8
23204747,4
47389702,18
20012776,2
102379667,7
103127220,3
103751825,18
103927288,-1
104052126,3
107179924,-1
107681736,14
107959017,-1
107651790,-1
108158389,0
73447530,7
64152990,-1
24318105,4
51650005,17
37933874,3
35341594,1
58257136,22
61604848,1
64965667,14
37023347,-1
87437217,6
90726138,22
92345487,12
96900992,16
96913944,-1
99148685,0
101902175,-1
107387892,6
107636997,7
107902469,5
71813828,16
20525583,2
54609824,-1
78488875,21
80388237,23
80947767,9
85393284,-1
92927487,18
97088342,5
101382234,2
101680072,-1
102629478,18
105413404,14
107285353,16
107462072,-1
78887321,10
79168166,7
57263656,14
71992607,-1
69125505,18
64374581,12
47115966,-1
58321321,-1
61212199,1
47416492,6
89119611,3
101527437,8
101612941,17
27188365,12
37031728,5
64778716,5
79112913,12
79750629,-1
83760343,2
90306374,21
90314670,4
97983862,8
102346812,2
102458919,12
102605292,0
107870703,18
108245183,21
79380914,1
81458551,0
82862360,5
54831768,-1
72350637,-1
53895130,3
19009836,-1
55008176,3
73723278,-1
92277788,10
97501700,7
99487883,5
100062822,-1
66059628,15
85204896,-1
85977029,6
93533002,19
95302581,1
103789397,8
107255991,2
106816093,-1
97065959,17
78994069,2
74411543,-1
27601123,1
34166408,0
102736072,21
108000129,6
78273514,13
82991247,-1
73091594,11
19886691,11
44054576,-1
12176740,2
76865476,2
52682770,2
93396869,-1
94891799,0
96941528,3
106082485,3
108329760,-1
77206304,15
103001527,17
103791661,14
78504383,17
79990621,3
82593647,2
82865341,1
45732023,16
65559048,6
75212891,0
77149258,-1
57463709,8
70453445,5
12085437,19
58470558,-1
64838153,5
86485381,1
94342834,0
97094245,14
101493378,-1
102130366,2
101942412,14
102196202,11
102980364,1
103792283,2
104413161,0
106484924,0
107261090,6
108037580,3
87286832,6
91696393,8
101657654,3
103488407,-1
108285399,4
108416429,2
78901194,1
79718771,15
57854946,0
71916117,2
16595103,2
53136715,20
75811582,2
63887519,15
85193167,20
88748570,18
92034838,5
100273428,8
101465480,18
103869505,21
104768670,16
105658866,-1
107572847,19
107958575,3
22018981,13
81375534,6
73593837,8
78095320,-1
75975962,2
80232839,8
45239633,-1
22137252,21
102081618,1
102219510,0
102547369,-1
59571453,5
18953915,13
101097645,6
101542931,3
102337436,23
101891706,1
105775178,4
106557879,-1
107063629,3
107304507,1
108544822,3
69936598,14
73987305,-1
27652404,4
46522989,-1
21423401,13
13646941,4
87456400,7
87742997,-1
96525596,22
101920962,5
101842748,16
105641605,2
106434283,2
106085390,11
107912656,-1
68873924,11
83499682,-1
92958699,15
95194967,21
102284456,8
106483836,14
37744514,-1
18263158,10
53248377,-1
80691806,10
95210518,9
101184939,22
101924589,2
102262345,12
103274695,2
104540508,-1
107829837,16
78986172,4
79725808,5
80629740,16
26872541,11
24885772,18
44689557,-1
72475498,13
26767966,2
65698865,15
42742402,4
72233990,2
94564462,9
24571260,2
29738085,23
30087985,1
13651873,-1
61044969,7
11294882,-1
16081447,4
99430569,17
101977366,-1
102241547,5
101883405,-1
102869828,18
103114277,0
103800611,14
105331159,-1
107184970,2
76874603,9
66105343,9
23410652,4
63919929,9
24441726,4
60814116,1
65543532,17
40197672,13
49448066,10
79566233,5
83082025,13
84919484,17
94411290,-1
95322463,18
101722393,16
102271186,4
41173824,7
58527893,7
17842590,14
79173063,-1
85127374,1
86517991,8
88838380,18
101645191,-1
102192833,7
105032372,11
105534517,16
106783309,0
107800883,-1
75836315,-1
24950322,5
57878623,-1
47037734,2
60985820,-1
50159735,22
21286304,-1
16362082,4
53818104,9
44400930,20
19054809,2
78292551,5
78847198,5
85195675,20
95980715,17
98431681,17
100479496,7
50071346,10
82048406,12
83116037,5
84128966,7
85224601,19
100781007,3
101545911,11
102023753,-1
101777242,3
102754683,3
107079782,10
81629739,3
68562593,-1
14211459,-1
68592782,9
85186055,8
91419160,1
94277101,-1
100249873,-1
101629225,5
101884827,16
101619001,16
102107991,11
38293907,3
73734470,2
20295053,20
67341161,19
12858275,10
54638490,-1
84215847,1
69915000,23
107748798,-1
108626560,2
77644604,4
79918044,6
81510015,1
83009764,18
83690959,1
51718678,-1
76823688,-1
46241084,-1
59686651,-1
62543666,4
53073414,3
62106085,5
14987065,7
56533803,7
71995762,-1
85699426,0
86536484,19
93970858,3
102348139,2
102751876,5
104911716,11
105396820,6
107761408,2
108678786,0
94982888,5
15453383,-1
73825452,-1
74471141,13
67550441,4
103108097,2
108656669,16
95369752,14
57055751,18
10649213,2
26137072,-1
48762562,-1
42123433,16
84801276,8
12832595,23
56621595,9
71817073,7
22031861,-1
77844900,11
68867346,15
97479293,4
97868836,12
98353165,2
100348443,11
104559568,8
108163417,3
80558000,10
74344476,19
70013076,1
69848016,-1
14013722,-1
31355444,13
57000952,1
42091507,1
86028292,5
104780206,-1
105091503,8
105210713,0
108263099,1
86516144,13
93721087,0
94572404,1
96312463,22
96527261,-1
74313322,15
24295355,11
59635418,17
75556924,10
77339100,4
76112852,14
53929111,3
70135810,3
100161717,1
100957296,8
101758399,1
103410501,1
104008802,6
105724598,11
106931955,15
77115878,12
80862092,19
25819731,13
66073702,0
19540782,2
23979750,-1
26308622,11
10849481,2
21533913,4
88781668,0
88871066,13
96028709,1
97790446,3
98091292,-1
98538449,4
101073217,-1
102889113,9
103487103,8
104336434,2
105094356,6
107453657,3
80065820,1
81052414,17
71394602,-1
50972163,-1
65456068,5
59173488,3
76415210,19
74815363,-1
92698805,16
93553091,15
96448162,2
103244782,22
103853366,1
105749011,1
106027791,10
106474004,17
106463045,3
107096358,5
83722226,19
83728715,-1
67175288,16
34822331,20
72904473,7
51882029,1
60623797,1
43583239,5
101093447,1
102510430,-1
103126377,2
106289482,22
106523382,22
107244751,2
107845940,2
108597198,-1
108643708,10
77328757,-1
78480936,6
81356653,1
83009747,-1
83539508,-1
9513418,2
21910991,4
18031683,2
66589865,9
19607476,12
85893897,-1
85899609,15
89867009,21
92950836,1
101020405,0
101668092,5
101855946,-1
96039362,1
100519540,-1
102102741,22
102136492,16
102187667,-1
103448845,7
106598682,-1
107343719,4
78743209,4
79339843,4
81151536,-1
33708979,-1
67247663,4
60577835,1
27387344,5
44431014,-1
88739877,10
92978834,7
97649469,-1
100625584,8
107999467,3
78334978,19
82615136,8
85225104,8
65555063,8
61887769,3
65040742,6
55571559,1
70167693,2
57154481,7
25706096,8
74356413,-1
23221669,4
13406807,-1
91963033,15
98536728,-1
101729862,0
102301004,17
103887298,23
104344380,-1
104885012,-1
105468675,-1
106477420,-1
107212629,-1
108085065,5
77341850,4
80271989,21
81053041,9
83035261,-1
83099840,3
20709502,-1
72164682,0
20471095,-1
37229101,5
23812728,-1
73333578,-1
60599518,-1
87385690,11
90640958,9
92021702,5
95220027,8
98852160,9
99977318,12
100823366,7
104694511,-1
108576533,23
68860232,8
72948633,-1
77532840,-1
13421312,2
13385079,-1
52170796,-1
18695891,-1
64486767,2
59700036,14
93753758,8
102463834,-1
103075781,14
103701316,-1
105234924,-1
107656979,12
108120041,9
108680021,14
74223615,4
77552569,8
50575082,-1
62720360,-1
66105526,19
53237678,1
82953213,1
85182729,8
91102217,20
93469249,17
96130728,4
97244003,-1
99940810,23
100702029,-1
101817104,-1
101853918,17
104207572,14
107939586,3
108668615,-1
80135719,7
82581945,19
71070899,-1
54231569,14
55986023,3
49276212,10
17858155,2
67754225,14
64058391,8
75780420,20
73796743,18
9259550,4
90484900,16
93337732,-1
93748275,-1
97401997,0
99007196,-1
99765725,6
102179087,-1
102729947,-1
102999836,2
86488945,22
93103144,11
99246014,1
100195558,0
101648757,5
101679564,3
106142338,10
71633297,4
62036239,10
66372213,1
57698779,1
67208625,14
61337687,-1
19219527,6
62217249,-1
67704412,10
91962636,19
97899128,7
98126087,3
99790459,23
101886681,23
103000038,7
104898530,4
73734248,1
76827244,0
23669184,13
65631922,5
10597680,4
69533968,20
63109642,1
43407028,19
52384960,-1
62818964,7
56450917,6
84661929,6
93306877,3
94683044,14
94692523,0
103351926,-1
105068422,-1
106420303,0
107290955,2
107790374,-1
108461635,19
65552220,1
20761263,-1
21665885,2
23745175,2
81885848,10
82716581,6
85651743,-1
94510613,15
102011779,3
102819999,-1
104532242,2
106331644,0
106741152,1
107620372,2
108209851,21
68898540,-1
77354764,3
14830398,4
58816670,11
55494041,10
58580889,7
52028977,-1
26032599,19
31243798,4
78414763,23
80590467,8
82038120,-1
85198425,7
94162970,4
104764557,-1
106084382,1
107117872,1
106630451,-1
108639397,5
72448011,20
73631707,-1
74918134,1
78104943,10
91757427,-1
92058764,10
93611484,-1
14372151,-1
15878238,1
50414103,14
18343283,4
77492603,0
9529645,7
81258079,-1
57211747,-1
81468718,19
97981114,17
99811749,1
99880158,20
102198238,1
102517787,3
103335412,7
104042489,10
104337062,7
106498315,5
106620735,2
107417008,-1
108721123,3
77736403,7
59644473,-1
73406054,12
55244056,1
71047253,5
93784194,10
102585733,1
104062905,6
105719436,9
106599113,6
106610046,9
108514680,0
83880570,-1
84151434,7
29380720,7
66091934,14
76923858,5
70614010,2
55560344,-1
56323027,-1
59061292,14
67005083,17
74455081,2
97081552,2
97110363,5
101821349,0
103077269,-1
103139182,14
103679476,20
104886503,13
79979388,6
54804927,-1
16565230,1
74092784,4
30980197,21
40968319,-1
49565722,2
86338106,8
90551082,10
92751700,9
92879079,2
100004217,5
102539475,7
104405176,6
106255737,4
77883962,-1
85178681,8
50898840,15
73968635,-1
70183230,-1
39368801,23
51851758,11
11867663,-1
16932651,-1
75049041,-1
91353101,9
95216286,-1
95581754,17
97250836,-1
98815762,-1
100065766,21
102030491,1
102682734,21
102944586,1
105648694,0
106434524,-1
106498316,5
106744151,-1
107727219,0
77005229,4
85148338,-1
73711448,4
22734213,10
64769943,17
90668730,10
100011381,8
101260200,-1
101486565,18
101844511,-1
102014111,2
102254961,6
108671525,-1
83385576,16
85167137,10
58817268,18
76921445,5
35046023,6
23054236,-1
29458855,10
72239073,2
66835629,10
97146997,3
97393523,4
99138084,-1
100018907,5
101461298,11
102900243,15
103709429,8
68204478,-1
73465300,14
19399170,-1
93360006,2
95401139,15
101599032,2
101860977,4
102350459,1
102550491,23
102810637,-1
105911785,18
107937710,1
108733369,0
67513719,4
71588166,-1
72105660,16
73694958,-1
48962479,7
52255296,14
78251548,2
78638738,11
79724527,10
93674021,7
97034251,11
100071739,-1
101694785,-1
102888089,0
105167052,6
107407640,7
107769101,-1
108627381,2
106053248,17
107833805,-1
81863701,5
68325469,9
72548020,18
67502113,-1
44608089,20
35405044,5
89823685,21
98373558,10
100482239,17
102892703,15
108505384,1
68928635,-1
73364038,6
76079439,2
25759920,-1
47964853,-1
83010277,-1
83776396,-1
94520609,0
102313523,-1
102875463,11
104119980,10
106851082,-1
107739378,0
107535437,9
99893849,1
101572581,-1
102268565,20
102646516,-1
104614458,3
106967773,8
108621168,16
79618957,19
79739883,16
84243622,18
72805166,19
69755238,15
65370647,7
69660367,-1
52612987,11
70071124,1
62019383,11
52236840,13
71515016,5
99509006,12
100140786,14
101068673,17
101712680,-1
102598122,10
102683160,0
106384981,6
107374102,-1
107614352,5
108729236,-1
90188010,16
104056810,0
104860500,-1
105315098,-1
105095648,0
107120151,7
107871748,9
78136613,7
81338413,0
83838961,7
73682132,6
64906467,12
61790762,1
20279331,16
18125291,4
72908834,-1
39782151,7
96293522,2
97846172,0
99349036,2
99605433,-1
100314880,10
104199208,-1
105408497,22
106680433,5
69695887,9
74926244,18
75780463,14
76808632,-1
62263956,-1
64484842,-1
82114406,5
65035430,12
80110597,7
85150083,2
67853349,0
72058193,13
74253530,6
74922587,17
78005309,17
24819528,11
22599650,2
64666651,19
67687944,7
49529240,-1
82629027,22
94774466,3
101881142,4
102679743,21
103156181,-1
102983465,-1
103688678,18
104315008,8
105101542,5
105520644,1
106615498,2
107801127,11
78922540,-1
76957593,17
70453016,1
72084510,4
19607359,-1
66649308,-1
27154505,2
94545448,0
99715418,2
70326457,-1
19931549,7
67114860,-1
19385766,20
51918516,21
61897293,5
48946103,-1
26796609,-1
22325965,2
23181511,4
17880515,5
50975081,14
89137235,6
103556533,-1
107124314,-1
108150021,-1
108576113,15
56408485,14
56567894,5
57125787,0
72436094,10
69366409,0
50122698,0
13849183,11
46742571,-1
52247738,-1
22299099,18
70664653,7
99509436,6
102466043,0
102591347,3
104236202,11
107254494,6
96371626,4
52157391,-1
58376608,6
38221800,2
9080263,-1
83216156,13
71275216,-1
42915913,19
26088388,7
64933987,7
80664038,5
61124833,5
79017501,2
79686234,5
81747823,12
84082893,-1
44818594,2
59627807,5
74968835,-1
65593795,23
21076297,-1
73535234,-1
74039472,3
95345328,16
100163320,21
101492201,19
102089981,-1
102271631,7
102717738,2
84942896,11
90704885,-1
95985543,-1
100003785,0
100464075,18
101744756,17
102543408,15
101695497,0
103777794,2
103809273,9
106092216,0
108273476,12
74051443,22
14845475,4
55209336,8
46017074,7
26671718,11
81412785,7
101600521,5
101807221,16
102853097,23
104916093,0
82848719,3
83215581,10
83772180,-1
85001881,17
15804214,17
28972775,-1
12813029,-1
21422837,0
38246830,15
59600256,4
21360315,13
61630231,5
74283973,2
42462073,-1
27678734,11
72898132,13
85176230,4
88114731,11
94754248,6
95446909,1
97394247,14
97600680,18
97741046,-1
100718962,8
105868616,12
105373806,1
107148924,3
108484487,1
108526441,11
74552786,-1
50999355,-1
60741145,18
78166269,8
77617705,20
68779282,-1
97268674,0
99391492,12
21118233,-1
18105163,1
64922653,3
60277967,0
102148581,4
102399778,1
104016421,6
104821553,22
105038596,18
105786619,2
107743836,-1
108187962,-1
108190698,-1
108495115,3
80976884,7
20615669,-1
41996753,16
63423731,-1
16903953,2
45343084,14
50928217,-1
60464647,7
61502703,7
32153258,12
58579543,-1
64730482,17
53065810,4
54822592,2
25455633,11
85193534,2
85876615,-1
102286841,17
102597929,15
102700146,6
106245258,1
106816167,16
94543429,0
83218225,16
41399160,14
82838813,8
70186041,-1
35514980,14
58193966,15
99379544,8
101496054,18
102120701,2
102723023,16
102900820,0
104666603,10
105927023,0
106660300,7
108649942,16
81675162,10
81911692,13
9689495,1
55970921,5
42850123,7
74944440,-1
64531278,18
74624893,4
62904405,-1
76468318,1
73339163,4
60987112,1
73350889,-1
72006200,9
86617056,-1
88787354,1
98122798,10
98415634,15
98602946,10
101686093,-1
104858441,6
105983017,2
107415655,-1
79226348,12
79894740,8
85141464,7
22643017,1
26162527,23
68315469,3
27290386,1
94073143,22
100384402,1
101812341,3
102715832,17
29019910,8
52231964,7
27533108,4
52902225,13
92239585,8
101185520,15
105433927,5
105967494,17
107179628,2
107730388,6
74399808,12
65027884,8
63942128,-1
35682936,20
60285051,-1
62874873,-1
63634449,8
78640700,22
81435724,7
81455909,-1
93571444,-1
94778291,23
97982887,16
99958314,14
100720263,8
101639118,10
102371480,-1
103313694,15
105465159,8
106316106,5
107824368,-1
79925206,18
105234677,0
105785667,1
107167274,2
106843010,1
107663878,7
80725404,10
51826419,11
21037772,7
34792237,12
66104053,9
73731420,4
18148644,23
95431721,9
99593152,3
100049735,5
100887030,23
102077874,2
101759886,7
102900049,17
104322671,14
93110747,-1
97075657,2
79793186,2
18506580,21
70779216,7
77321118,13
62470470,-1
80924322,7
77323290,6
83572421,0
85259063,6
88711890,1
93514319,1
93732754,21
94638428,1
97059651,-1
103099414,5
103028000,-1
103457460,7
107919531,3
107464998,0
78785259,20
84169597,7
84291021,-1
77201819,8
39704211,-1
51176894,8
68376690,1
19119878,3
28763687,20
61793883,-1
25184275,4
61751080,19
71711925,11
15883346,-1
71116471,16
77125971,-1
93400246,6
94229362,20
96536247,7
100189531,2
100836560,8
102188506,-1
101676960,4
104150460,8
104957969,15
106483423,6
107064576,14
108079759,4
108199847,5
108423505,0
108735375,-1
87573354,6
90811937,7
95408031,-1
95440097,5
22764351,20
16580383,20
50998440,0
27562845,19
73317331,-1
80196439,-1
68765455,2
26651474,12
20296626,4
33355899,18
60983523,5
102089512,8
101855864,-1
104385244,8
107238976,2
108285188,16
108331604,10
77128318,11
80437091,-1
43509021,11
107646895,-1
91034513,-1
94666562,-1
65918104,2
81692431,7
31090748,17
38523043,-1
10911931,22
38593073,0
76129220,4
99988821,8
100392624,18
101874208,-1
104098300,-1
108688980,7
84359492,-1
51313919,1
24693267,-1
33850883,2
57389027,0
69738774,3
73978469,-1
86228385,21
97305804,-1
99744047,11
100137851,6
103570867,16
104057228,14
104912680,0
107177584,15
79949046,2
83145533,-1
25644981,-1
29323692,3
75408481,18
59694021,-1
24551127,21
21809586,-1
93324943,8
93501870,3
99985403,8
102172786,0
102780303,5
103110052,11
103154062,12
103202719,-1
105611213,6
78672858,-1
80960263,7
82866061,2
59732400,4
48374550,0
44443794,4
44111583,-1
47077933,10
66659099,-1
52267218,11
14477730,-1
71794724,-1
55484714,-1
64998262,3
50345450,10
71924960,7
65654171,23
67606308,-1
21942361,-1
26539817,14
10379862,-1
74487969,19
74579208,2
95992695,2
96570094,-1
97042650,14
99393633,8
100012919,2
100115529,10
101820571,4
102642314,5
103991329,1
104392803,3
105125253,4
108627619,2
92922084,5
93659108,3
81175755,6
67780768,9
29784511,5
59867872,5
75563941,-1
77054267,0
74235082,7
101970063,23
102065497,2
101820123,0
104536376,8
105781359,5
106942883,3
108671156,10
79036118,-1
82963784,2
33138449,10
63181386,11
68347858,1
72434252,-1
73525110,7
21903884,-1
22813442,18
9948976,-1
25302985,13
59636414,4
86939305,1
88372637,1
93542125,6
98341728,1
100110917,1
101594109,6
101829120,0
105396857,-1
105415603,15
105721372,15
77287556,7
80001733,16
72806321,10
10759008,8
81367537,2
47861063,-1
50622874,1
74343180,-1
15113157,6
25873203,4
102631760,17
102761764,12
104114541,16
104355790,3
104345885,13
105880993,-1
82624785,23
101727971,15
102223055,17
102534461,10
102591325,19
103824139,12
105216040,10
78526504,13
82999898,18
